,frame_number,gender,emotion,year,movie_name
859,63,man,sad,2017,bhanwarey
860,69,man,angry,2017,bhanwarey
861,67,man,angry,2017,bhanwarey
862,42,man,happy,2017,bhanwarey
863,103,man,surprise,2017,bhanwarey
864,103,man,sad,2017,bhanwarey
865,40,man,angry,2017,bhanwarey
869,143,man,angry,2017,bhanwarey
870,74,man,angry,2017,bhanwarey
872,92,man,fear,2017,bhanwarey
876,102,woman,fear,2017,bhanwarey
878,129,man,angry,2017,bhanwarey
879,129,man,angry,2017,bhanwarey
880,37,man,happy,2017,bhanwarey
884,83,man,happy,2017,bhanwarey
887,27,man,fear,2017,bhanwarey
888,82,woman,happy,2017,bhanwarey
890,141,man,sad,2017,bhanwarey
891,141,man,sad,2017,bhanwarey
893,17,man,angry,2017,bhanwarey
894,41,man,happy,2017,bhanwarey
898,148,man,angry,2017,bhanwarey
901,127,man,fear,2017,bhanwarey
902,157,man,angry,2017,bhanwarey
903,115,man,fear,2017,bhanwarey
904,115,man,fear,2017,bhanwarey
905,115,man,fear,2017,bhanwarey
906,126,man,angry,2017,bhanwarey
908,97,man,angry,2017,bhanwarey
909,34,woman,happy,2017,bhanwarey
910,152,man,sad,2017,bhanwarey
913,130,man,sad,2017,bhanwarey
914,130,man,angry,2017,bhanwarey
917,83,man,angry,2017,omerta
919,60,man,angry,2014,ankhon_dekhi
920,71,man,sad,2014,ankhon_dekhi
921,19,man,happy,2014,ankhon_dekhi
922,45,man,angry,2014,ankhon_dekhi
923,59,man,sad,2014,ankhon_dekhi
926,33,man,fear,2014,ankhon_dekhi
927,74,woman,angry,2014,ankhon_dekhi
928,46,woman,happy,2014,ankhon_dekhi
929,32,man,happy,2014,ankhon_dekhi
930,47,man,fear,2014,ankhon_dekhi
931,48,woman,happy,2014,ankhon_dekhi
932,21,man,angry,2014,ankhon_dekhi
933,22,man,sad,2014,ankhon_dekhi
934,57,woman,sad,2014,ankhon_dekhi
935,72,man,sad,2014,ankhon_dekhi
937,75,woman,angry,2014,ankhon_dekhi
939,122,man,angry,2017,raees
940,118,man,happy,2017,raees
942,44,man,happy,2017,raees
943,154,man,angry,2017,raees
944,71,man,angry,2017,raees
945,71,man,angry,2017,raees
946,19,man,happy,2017,raees
947,45,man,sad,2017,raees
949,155,man,angry,2017,raees
950,156,man,angry,2017,raees
952,158,man,angry,2017,raees
953,52,man,sad,2017,raees
955,90,man,angry,2017,raees
956,90,man,fear,2017,raees
957,90,man,angry,2017,raees
958,90,man,sad,2017,raees
959,38,man,sad,2017,raees
960,54,man,sad,2017,raees
961,89,woman,sad,2017,raees
962,89,man,angry,2017,raees
963,89,man,sad,2017,raees
964,89,man,sad,2017,raees
965,33,man,fear,2017,raees
966,109,man,sad,2017,raees
968,109,man,sad,2017,raees
969,151,man,angry,2017,raees
970,84,woman,angry,2017,raees
971,41,man,happy,2017,raees
972,153,man,angry,2017,raees
973,81,woman,angry,2017,raees
974,50,woman,fear,2017,raees
975,39,man,angry,2017,raees
976,157,man,angry,2017,raees
977,47,woman,happy,2017,raees
978,48,woman,happy,2017,raees
979,126,woman,happy,2017,raees
980,126,woman,angry,2017,raees
981,159,man,angry,2017,raees
982,99,man,fear,2017,raees
983,34,man,fear,2017,raees
984,114,man,happy,2017,raees
985,114,woman,sad,2017,raees
986,152,man,angry,2017,raees
987,130,man,happy,2017,raees
988,18,man,happy,2017,raees
990,98,man,fear,2014,manjunath
991,60,man,angry,2014,manjunath
993,59,man,surprise,2014,manjunath
995,38,man,happy,2014,manjunath
996,53,man,sad,2014,manjunath
997,49,man,angry,2014,manjunath
999,37,woman,happy,2014,manjunath
1000,37,man,happy,2014,manjunath
1002,87,man,sad,2014,manjunath
1003,50,man,angry,2014,manjunath
1004,39,man,sad,2014,manjunath
1007,128,woman,angry,2012,cigarette_ki_tarah
1011,52,man,happy,2012,cigarette_ki_tarah
1012,90,man,disgust,2012,cigarette_ki_tarah
1013,53,man,happy,2012,cigarette_ki_tarah
1016,129,man,angry,2012,cigarette_ki_tarah
1019,85,woman,sad,2017,mubarakan
1020,85,man,sad,2017,mubarakan
1021,28,woman,happy,2017,mubarakan
1022,51,woman,angry,2017,mubarakan
1023,98,man,happy,2017,mubarakan
1024,62,man,sad,2017,mubarakan
1025,111,woman,fear,2017,mubarakan
1026,111,man,angry,2017,mubarakan
1028,58,woman,angry,2017,mubarakan
1029,61,man,happy,2017,mubarakan
1031,96,man,angry,2017,mubarakan
1033,128,woman,fear,2017,mubarakan
1034,20,man,sad,2017,mubarakan
1035,19,man,happy,2017,mubarakan
1036,76,woman,happy,2017,mubarakan
1037,86,man,disgust,2017,mubarakan
1038,86,man,sad,2017,mubarakan
1042,59,woman,fear,2017,mubarakan
1043,52,woman,happy,2017,mubarakan
1044,68,man,sad,2017,mubarakan
1045,68,man,angry,2017,mubarakan
1046,121,woman,happy,2017,mubarakan
1047,121,man,happy,2017,mubarakan
1048,38,man,sad,2017,mubarakan
1050,53,woman,happy,2017,mubarakan
1053,67,man,angry,2017,mubarakan
1054,67,man,sad,2017,mubarakan
1056,40,woman,happy,2017,mubarakan
1057,33,man,sad,2017,mubarakan
1058,74,man,happy,2017,mubarakan
1059,37,man,sad,2017,mubarakan
1062,66,woman,fear,2017,mubarakan
1064,133,woman,happy,2017,mubarakan
1065,82,man,angry,2017,mubarakan
1067,24,man,sad,2017,mubarakan
1068,24,man,happy,2017,mubarakan
1071,65,man,sad,2017,mubarakan
1074,134,woman,happy,2017,mubarakan
1075,81,woman,fear,2017,mubarakan
1076,119,man,happy,2017,mubarakan
1077,100,man,happy,2017,mubarakan
1078,39,woman,happy,2017,mubarakan
1079,32,man,sad,2017,mubarakan
1080,78,man,angry,2017,mubarakan
1082,97,man,sad,2017,mubarakan
1084,73,man,sad,2017,mubarakan
1085,64,man,angry,2017,mubarakan
1086,64,man,sad,2017,mubarakan
1087,112,man,angry,2017,mubarakan
1088,112,woman,surprise,2017,mubarakan
1089,72,woman,happy,2017,mubarakan
1090,23,man,fear,2017,mubarakan
1091,75,woman,happy,2017,mubarakan
1094,25,man,happy,2017,mubarakan
1095,25,man,happy,2017,mubarakan
1096,85,man,sad,2012,dangerous_ishq
1097,11,woman,surprise,2012,dangerous_ishq
1098,71,woman,fear,2012,dangerous_ishq
1099,15,woman,angry,2012,dangerous_ishq
1100,70,woman,disgust,2012,dangerous_ishq
1103,67,woman,fear,2012,dangerous_ishq
1105,33,woman,sad,2012,dangerous_ishq
1106,92,man,sad,2012,dangerous_ishq
1107,83,man,sad,2012,dangerous_ishq
1108,66,woman,fear,2012,dangerous_ishq
1110,82,woman,sad,2012,dangerous_ishq
1111,50,woman,sad,2012,dangerous_ishq
1112,32,woman,happy,2012,dangerous_ishq
1114,31,woman,sad,2012,dangerous_ishq
1116,60,woman,angry,2012,luv_shuv_tey_chicken_khurana
1117,132,man,angry,2012,luv_shuv_tey_chicken_khurana
1118,58,man,happy,2012,luv_shuv_tey_chicken_khurana
1119,58,man,happy,2012,luv_shuv_tey_chicken_khurana
1120,131,man,sad,2012,luv_shuv_tey_chicken_khurana
1121,96,man,happy,2012,luv_shuv_tey_chicken_khurana
1122,96,woman,happy,2012,luv_shuv_tey_chicken_khurana
1123,96,man,happy,2012,luv_shuv_tey_chicken_khurana
1124,147,man,sad,2012,luv_shuv_tey_chicken_khurana
1125,170,woman,sad,2012,luv_shuv_tey_chicken_khurana
1126,170,man,angry,2012,luv_shuv_tey_chicken_khurana
1128,55,man,angry,2012,luv_shuv_tey_chicken_khurana
1129,168,man,sad,2012,luv_shuv_tey_chicken_khurana
1130,52,man,angry,2012,luv_shuv_tey_chicken_khurana
1132,90,man,angry,2012,luv_shuv_tey_chicken_khurana
1133,53,man,angry,2012,luv_shuv_tey_chicken_khurana
1134,171,man,sad,2012,luv_shuv_tey_chicken_khurana
1135,67,woman,sad,2012,luv_shuv_tey_chicken_khurana
1136,89,man,sad,2012,luv_shuv_tey_chicken_khurana
1137,116,man,sad,2012,luv_shuv_tey_chicken_khurana
1138,102,man,sad,2012,luv_shuv_tey_chicken_khurana
1140,83,man,happy,2012,luv_shuv_tey_chicken_khurana
1142,82,man,sad,2012,luv_shuv_tey_chicken_khurana
1143,65,woman,fear,2012,luv_shuv_tey_chicken_khurana
1144,167,man,sad,2012,luv_shuv_tey_chicken_khurana
1146,169,man,sad,2012,luv_shuv_tey_chicken_khurana
1147,169,man,sad,2012,luv_shuv_tey_chicken_khurana
1150,127,woman,sad,2012,luv_shuv_tey_chicken_khurana
1151,95,woman,sad,2012,luv_shuv_tey_chicken_khurana
1152,78,woman,sad,2012,luv_shuv_tey_chicken_khurana
1153,78,woman,angry,2012,luv_shuv_tey_chicken_khurana
1154,130,man,sad,2012,luv_shuv_tey_chicken_khurana
1155,112,man,sad,2012,luv_shuv_tey_chicken_khurana
1156,72,man,happy,2012,luv_shuv_tey_chicken_khurana
1157,72,man,angry,2012,luv_shuv_tey_chicken_khurana
1158,75,man,surprise,2012,luv_shuv_tey_chicken_khurana
1159,62,man,angry,2015,masaan
1160,44,man,fear,2015,masaan
1161,88,woman,sad,2015,masaan
1164,76,woman,surprise,2015,masaan
1165,59,woman,sad,2015,masaan
1166,52,woman,happy,2015,masaan
1167,68,man,happy,2015,masaan
1168,90,man,surprise,2015,masaan
1169,53,woman,angry,2015,masaan
1170,63,woman,happy,2015,masaan
1171,63,woman,sad,2015,masaan
1172,49,woman,fear,2015,masaan
1175,67,man,happy,2015,masaan
1177,109,man,happy,2015,masaan
1178,102,man,happy,2015,masaan
1179,29,woman,angry,2015,masaan
1180,110,woman,sad,2015,masaan
1181,66,man,happy,2015,masaan
1182,65,man,sad,2015,masaan
1183,81,man,sad,2015,masaan
1184,113,man,sad,2015,masaan
1186,105,woman,angry,2015,masaan
1187,64,man,sad,2015,masaan
1188,112,man,sad,2015,masaan
1190,20,man,sad,2017,kaalakaandi
1191,30,man,angry,2017,kaalakaandi
1192,19,man,sad,2017,kaalakaandi
1193,1,woman,sad,2017,kaalakaandi
1194,7,man,happy,2017,kaalakaandi
1195,16,woman,happy,2017,kaalakaandi
1196,0,woman,angry,2017,kaalakaandi
1197,17,man,surprise,2017,kaalakaandi
1198,22,woman,sad,2017,kaalakaandi
1201,94,woman,fear,2010,toonpur_ka_super_hero
1202,58,man,sad,2010,toonpur_ka_super_hero
1203,58,man,sad,2010,toonpur_ka_super_hero
1204,44,man,surprise,2010,toonpur_ka_super_hero
1205,96,man,happy,2010,toonpur_ka_super_hero
1206,71,woman,angry,2010,toonpur_ka_super_hero
1207,71,man,sad,2010,toonpur_ka_super_hero
1210,70,man,fear,2010,toonpur_ka_super_hero
1211,90,woman,happy,2010,toonpur_ka_super_hero
1212,53,man,angry,2010,toonpur_ka_super_hero
1213,49,woman,fear,2010,toonpur_ka_super_hero
1214,69,man,happy,2010,toonpur_ka_super_hero
1215,69,woman,happy,2010,toonpur_ka_super_hero
1216,67,man,fear,2010,toonpur_ka_super_hero
1217,54,woman,happy,2010,toonpur_ka_super_hero
1219,74,woman,fear,2010,toonpur_ka_super_hero
1220,129,woman,happy,2010,toonpur_ka_super_hero
1221,129,woman,happy,2010,toonpur_ka_super_hero
1222,129,woman,fear,2010,toonpur_ka_super_hero
1224,77,man,fear,2010,toonpur_ka_super_hero
1225,65,man,sad,2010,toonpur_ka_super_hero
1226,119,man,surprise,2010,toonpur_ka_super_hero
1227,123,man,happy,2010,toonpur_ka_super_hero
1228,123,man,angry,2010,toonpur_ka_super_hero
1229,100,man,happy,2010,toonpur_ka_super_hero
1230,100,man,happy,2010,toonpur_ka_super_hero
1232,115,woman,surprise,2010,toonpur_ka_super_hero
1233,78,man,fear,2010,toonpur_ka_super_hero
1234,124,woman,happy,2010,toonpur_ka_super_hero
1236,130,man,sad,2010,toonpur_ka_super_hero
1237,62,woman,sad,2015,main_aur_charles
1239,111,woman,sad,2015,main_aur_charles
1240,61,woman,angry,2015,main_aur_charles
1241,44,man,happy,2015,main_aur_charles
1242,86,man,disgust,2015,main_aur_charles
1243,86,man,sad,2015,main_aur_charles
1245,68,man,sad,2015,main_aur_charles
1246,63,man,happy,2015,main_aur_charles
1247,69,woman,happy,2015,main_aur_charles
1248,67,woman,happy,2015,main_aur_charles
1249,103,man,happy,2015,main_aur_charles
1250,116,man,angry,2015,main_aur_charles
1251,109,man,sad,2015,main_aur_charles
1253,66,man,happy,2015,main_aur_charles
1254,65,man,happy,2015,main_aur_charles
1255,81,man,sad,2015,main_aur_charles
1256,32,man,happy,2015,main_aur_charles
1257,47,man,angry,2015,main_aur_charles
1258,48,man,angry,2015,main_aur_charles
1260,57,man,sad,2015,main_aur_charles
1263,75,woman,happy,2015,main_aur_charles
1264,14,man,fear,2010,we_are_family
1266,58,woman,surprise,2010,we_are_family
1267,11,man,disgust,2010,we_are_family
1268,30,man,sad,2010,we_are_family
1269,76,man,happy,2010,we_are_family
1270,108,man,happy,2010,we_are_family
1271,55,man,angry,2010,we_are_family
1272,36,man,sad,2010,we_are_family
1273,59,man,happy,2010,we_are_family
1274,107,man,sad,2010,we_are_family
1275,68,man,sad,2010,we_are_family
1276,38,man,disgust,2010,we_are_family
1277,38,man,angry,2010,we_are_family
1278,12,woman,fear,2010,we_are_family
1279,8,woman,happy,2010,we_are_family
1280,69,man,sad,2010,we_are_family
1281,67,man,sad,2010,we_are_family
1282,54,man,surprise,2010,we_are_family
1283,89,woman,happy,2010,we_are_family
1284,56,woman,happy,2010,we_are_family
1285,109,man,happy,2010,we_are_family
1286,74,woman,fear,2010,we_are_family
1287,29,man,angry,2010,we_are_family
1288,110,man,happy,2010,we_are_family
1289,37,man,sad,2010,we_are_family
1290,83,man,fear,2010,we_are_family
1291,13,woman,happy,2010,we_are_family
1292,77,man,sad,2010,we_are_family
1293,82,man,fear,2010,we_are_family
1294,10,woman,happy,2010,we_are_family
1295,81,man,fear,2010,we_are_family
1296,113,man,happy,2010,we_are_family
1297,9,man,happy,2010,we_are_family
1298,39,man,disgust,2010,we_are_family
1299,39,man,angry,2010,we_are_family
1300,99,man,sad,2010,we_are_family
1301,78,woman,sad,2010,we_are_family
1302,73,man,fear,2010,we_are_family
1304,112,man,happy,2010,we_are_family
1305,79,man,disgust,2010,we_are_family
1306,75,woman,happy,2010,we_are_family
1307,80,man,angry,2010,we_are_family
1308,31,man,surprise,2010,we_are_family
1309,223,man,sad,2010,ek_second
1310,122,man,sad,2010,ek_second
1311,253,man,sad,2010,ek_second
1312,249,woman,fear,2010,ek_second
1313,131,man,happy,2010,ek_second
1315,224,man,fear,2010,ek_second
1316,240,man,fear,2010,ek_second
1317,45,man,sad,2010,ek_second
1318,104,man,disgust,2010,ek_second
1320,106,man,disgust,2010,ek_second
1321,52,woman,sad,2010,ek_second
1322,68,man,surprise,2010,ek_second
1324,235,woman,angry,2010,ek_second
1325,69,man,angry,2010,ek_second
1326,40,man,surprise,2010,ek_second
1329,116,man,fear,2010,ek_second
1330,74,man,fear,2010,ek_second
1331,102,woman,sad,2010,ek_second
1332,83,woman,fear,2010,ek_second
1334,77,woman,fear,2010,ek_second
1335,46,man,sad,2010,ek_second
1336,41,man,happy,2010,ek_second
1337,213,woman,angry,2010,ek_second
1338,238,man,fear,2010,ek_second
1339,241,man,happy,2010,ek_second
1340,252,man,fear,2010,ek_second
1341,236,man,fear,2010,ek_second
1342,47,woman,fear,2010,ek_second
1343,101,woman,sad,2010,ek_second
1344,78,man,sad,2010,ek_second
1345,239,man,fear,2010,ek_second
1347,105,man,fear,2010,ek_second
1348,73,man,angry,2010,ek_second
1349,79,man,happy,2010,ek_second
1350,51,man,angry,2014,the_shaukeens
1351,111,man,fear,2014,the_shaukeens
1352,111,man,happy,2014,the_shaukeens
1353,111,woman,angry,2014,the_shaukeens
1354,58,man,angry,2014,the_shaukeens
1356,11,man,sad,2014,the_shaukeens
1358,55,woman,sad,2014,the_shaukeens
1359,55,man,sad,2014,the_shaukeens
1360,155,man,angry,2014,the_shaukeens
1361,91,man,happy,2014,the_shaukeens
1362,36,woman,fear,2014,the_shaukeens
1363,59,woman,sad,2014,the_shaukeens
1364,106,man,happy,2014,the_shaukeens
1365,52,woman,angry,2014,the_shaukeens
1366,12,man,happy,2014,the_shaukeens
1368,49,man,happy,2014,the_shaukeens
1369,165,man,happy,2014,the_shaukeens
1370,42,man,angry,2014,the_shaukeens
1371,103,man,angry,2014,the_shaukeens
1372,54,woman,sad,2014,the_shaukeens
1373,54,man,angry,2014,the_shaukeens
1374,135,man,fear,2014,the_shaukeens
1375,56,man,happy,2014,the_shaukeens
1376,109,woman,happy,2014,the_shaukeens
1378,110,woman,happy,2014,the_shaukeens
1379,66,man,sad,2014,the_shaukeens
1380,82,man,sad,2014,the_shaukeens
1381,46,woman,fear,2014,the_shaukeens
1382,16,man,happy,2014,the_shaukeens
1383,16,woman,happy,2014,the_shaukeens
1384,17,man,happy,2014,the_shaukeens
1385,134,woman,happy,2014,the_shaukeens
1386,166,man,happy,2014,the_shaukeens
1387,166,man,sad,2014,the_shaukeens
1388,166,man,angry,2014,the_shaukeens
1389,160,man,happy,2014,the_shaukeens
1392,148,man,angry,2014,the_shaukeens
1394,127,woman,angry,2014,the_shaukeens
1395,47,woman,sad,2014,the_shaukeens
1397,101,man,fear,2014,the_shaukeens
1398,159,man,sad,2014,the_shaukeens
1399,105,man,happy,2014,the_shaukeens
1400,43,woman,sad,2014,the_shaukeens
1401,73,man,happy,2014,the_shaukeens
1402,57,woman,angry,2014,the_shaukeens
1403,130,woman,happy,2014,the_shaukeens
1405,112,man,happy,2014,the_shaukeens
1406,112,woman,sad,2014,the_shaukeens
1407,31,man,angry,2014,the_shaukeens
1408,93,man,happy,2013,ramaiya_vastavaiya
1409,122,woman,sad,2013,ramaiya_vastavaiya
1410,28,woman,happy,2013,ramaiya_vastavaiya
1412,51,woman,sad,2013,ramaiya_vastavaiya
1413,62,man,happy,2013,ramaiya_vastavaiya
1414,60,man,fear,2013,ramaiya_vastavaiya
1416,61,man,fear,2013,ramaiya_vastavaiya
1417,44,woman,fear,2013,ramaiya_vastavaiya
1418,96,man,fear,2013,ramaiya_vastavaiya
1419,30,woman,happy,2013,ramaiya_vastavaiya
1420,125,woman,sad,2013,ramaiya_vastavaiya
1421,19,woman,fear,2013,ramaiya_vastavaiya
1422,76,man,angry,2013,ramaiya_vastavaiya
1425,35,man,surprise,2013,ramaiya_vastavaiya
1426,52,woman,fear,2013,ramaiya_vastavaiya
1427,121,woman,sad,2013,ramaiya_vastavaiya
1428,38,man,angry,2013,ramaiya_vastavaiya
1429,38,man,happy,2013,ramaiya_vastavaiya
1431,54,woman,happy,2013,ramaiya_vastavaiya
1432,40,woman,fear,2013,ramaiya_vastavaiya
1433,135,man,sad,2013,ramaiya_vastavaiya
1434,56,woman,happy,2013,ramaiya_vastavaiya
1435,56,woman,happy,2013,ramaiya_vastavaiya
1436,33,woman,sad,2013,ramaiya_vastavaiya
1437,92,man,fear,2013,ramaiya_vastavaiya
1438,29,man,happy,2013,ramaiya_vastavaiya
1439,37,woman,disgust,2013,ramaiya_vastavaiya
1440,37,man,happy,2013,ramaiya_vastavaiya
1441,133,man,sad,2013,ramaiya_vastavaiya
1442,136,man,sad,2013,ramaiya_vastavaiya
1443,27,woman,fear,2013,ramaiya_vastavaiya
1444,65,woman,happy,2013,ramaiya_vastavaiya
1445,134,man,sad,2013,ramaiya_vastavaiya
1447,50,woman,happy,2013,ramaiya_vastavaiya
1448,123,woman,sad,2013,ramaiya_vastavaiya
1450,32,man,sad,2013,ramaiya_vastavaiya
1452,137,man,sad,2013,ramaiya_vastavaiya
1454,48,woman,fear,2013,ramaiya_vastavaiya
1455,101,man,happy,2013,ramaiya_vastavaiya
1457,34,woman,happy,2013,ramaiya_vastavaiya
1458,105,man,happy,2013,ramaiya_vastavaiya
1459,57,man,happy,2013,ramaiya_vastavaiya
1460,57,woman,happy,2013,ramaiya_vastavaiya
1461,72,woman,happy,2013,ramaiya_vastavaiya
1462,75,man,angry,2013,ramaiya_vastavaiya
1463,25,woman,fear,2013,ramaiya_vastavaiya
1464,31,man,angry,2013,ramaiya_vastavaiya
1466,122,woman,angry,2014,dekh_tamasha_dekh
1467,51,man,angry,2014,dekh_tamasha_dekh
1468,118,man,sad,2014,dekh_tamasha_dekh
1469,61,man,fear,2014,dekh_tamasha_dekh
1470,173,man,surprise,2014,dekh_tamasha_dekh
1471,173,woman,surprise,2014,dekh_tamasha_dekh
1473,170,woman,happy,2014,dekh_tamasha_dekh
1474,125,man,sad,2014,dekh_tamasha_dekh
1477,182,woman,happy,2014,dekh_tamasha_dekh
1478,156,man,sad,2014,dekh_tamasha_dekh
1480,158,man,angry,2014,dekh_tamasha_dekh
1482,184,woman,happy,2014,dekh_tamasha_dekh
1483,168,woman,happy,2014,dekh_tamasha_dekh
1484,106,man,happy,2014,dekh_tamasha_dekh
1485,52,man,happy,2014,dekh_tamasha_dekh
1486,68,man,fear,2014,dekh_tamasha_dekh
1487,121,woman,sad,2014,dekh_tamasha_dekh
1488,70,man,angry,2014,dekh_tamasha_dekh
1489,53,man,angry,2014,dekh_tamasha_dekh
1490,63,man,angry,2014,dekh_tamasha_dekh
1492,171,woman,happy,2014,dekh_tamasha_dekh
1493,54,man,angry,2014,dekh_tamasha_dekh
1494,138,man,happy,2014,dekh_tamasha_dekh
1495,180,woman,happy,2014,dekh_tamasha_dekh
1497,178,woman,sad,2014,dekh_tamasha_dekh
1499,179,woman,happy,2014,dekh_tamasha_dekh
1500,109,woman,sad,2014,dekh_tamasha_dekh
1501,175,woman,happy,2014,dekh_tamasha_dekh
1503,102,woman,sad,2014,dekh_tamasha_dekh
1504,110,woman,surprise,2014,dekh_tamasha_dekh
1505,183,woman,happy,2014,dekh_tamasha_dekh
1508,181,man,sad,2014,dekh_tamasha_dekh
1509,181,woman,happy,2014,dekh_tamasha_dekh
1512,65,woman,happy,2014,dekh_tamasha_dekh
1513,167,woman,happy,2014,dekh_tamasha_dekh
1514,169,woman,happy,2014,dekh_tamasha_dekh
1515,119,woman,surprise,2014,dekh_tamasha_dekh
1516,123,woman,sad,2014,dekh_tamasha_dekh
1517,157,man,sad,2014,dekh_tamasha_dekh
1519,115,man,sad,2014,dekh_tamasha_dekh
1520,126,man,sad,2014,dekh_tamasha_dekh
1522,105,man,happy,2014,dekh_tamasha_dekh
1523,124,man,sad,2014,dekh_tamasha_dekh
1525,64,man,fear,2014,dekh_tamasha_dekh
1527,177,man,angry,2014,dekh_tamasha_dekh
1528,62,woman,happy,2017,noor
1531,96,man,angry,2017,noor
1532,120,woman,sad,2017,noor
1534,107,man,surprise,2017,noor
1535,107,woman,sad,2017,noor
1536,68,woman,happy,2017,noor
1538,69,woman,sad,2017,noor
1540,103,man,sad,2017,noor
1541,116,woman,sad,2017,noor
1542,33,man,angry,2017,noor
1544,102,man,angry,2017,noor
1545,110,woman,sad,2017,noor
1546,37,man,happy,2017,noor
1548,84,man,happy,2017,noor
1550,119,woman,fear,2017,noor
1551,50,man,fear,2017,noor
1552,95,man,sad,2017,noor
1553,101,man,fear,2017,noor
1555,97,man,sad,2017,noor
1556,22,man,sad,2017,noor
1557,6,man,fear,2017,noor
1558,73,man,sad,2017,noor
1559,23,woman,fear,2017,noor
1560,93,man,sad,2009,kurbaan
1561,62,man,sad,2009,kurbaan
1562,61,man,sad,2009,kurbaan
1563,45,woman,happy,2009,kurbaan
1564,45,man,sad,2009,kurbaan
1565,74,man,sad,2009,kurbaan
1566,27,man,sad,2009,kurbaan
1567,87,woman,sad,2009,kurbaan
1568,100,man,angry,2009,kurbaan
1569,99,man,sad,2009,kurbaan
1570,34,woman,fear,2009,kurbaan
1571,94,man,angry,2013,i_don't_luv_u
1572,26,man,happy,2013,i_don't_luv_u
1574,49,man,sad,2013,i_don't_luv_u
1575,66,man,happy,2013,i_don't_luv_u
